"source_authority","flag","gear","gear_group","species","schooltype","time_start","time_end","geographic_identifier","catchtype","unit","value"
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6220040","UNK","NO",5456
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5219050","UNK","MT",0.25
"IOTC","JPN","LL","Longline","YFT","UNK","1956-09-01","1956-10-01","6210115","UNK","NO",5396
"IOTC","TWN","LL","Longline","YFT","UNK","2010-05-01","2010-06-01","6200080","UNK","NOMT",443
"IOTC","JPN","LL","Longline","YFT","UNK","1956-09-01","1956-10-01","6210120","UNK","NO",13
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-02-01","2013-03-01","6220065","UNK","NOMT",19
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6105085","UNK","NO",2201
"IOTC","SYC","ELL","Longline","YFT","UNK","2014-11-01","2014-12-01","5203054","UNK","NOMT",1.04
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6220055","UNK","NO",43
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6225060","UNK","MTNO",0.34
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6220060","UNK","NO",18
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6205065","UNK","MTNO",1.7
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6105090","UNK","NO",606
"IOTC","CHN","LL","Longline","YFT","UNK","2015-10-01","2015-11-01","6100050","UNK","MTNO",10.46
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6220095","UNK","NO",238
"IOTC","EUREU","ELL","Longline","YFT","UNK","2006-05-01","2006-06-01","6225045","UNK","MT",1.6
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6220100","UNK","NO",178
"IOTC","EUREU","ELL","Longline","YFT","UNK","2006-05-01","2006-06-01","6215045","UNK","MT",2.1
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6110065","UNK","NO",262
"IOTC","TWN","LL","Longline","YFT","UNK","2005-12-01","2006-01-01","6105050","UNK","NOMT",6452
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6220105","UNK","NO",49
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5221052","UNK","MT",0.07
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6220110","UNK","NO",15
"IOTC","EUREU","ELL","Longline","YFT","UNK","2006-05-01","2006-06-01","6220055","UNK","MT",4.3
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6110070","UNK","NO",7
"IOTC","EUREU","ELL","Longline","YFT","UNK","2006-05-01","2006-06-01","6220050","UNK","MT",10.8
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6225035","UNK","NO",963
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5220052","UNK","MT",0.29
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6225095","UNK","NO",214
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6205075","UNK","MTNO",3.05
"IOTC","JPN","LL","Longline","YFT","UNK","1956-09-01","1956-10-01","6215110","UNK","NO",36
"IOTC","EUPRT","ELL","Longline","YFT","UNK","2013-05-01","2013-06-01","6230045","UNK","MT",0.07
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6110080","UNK","NO",763
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5221050","UNK","MT",3.17
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6225100","UNK","NO",1477
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6205070","UNK","MTNO",0.33
"IOTC","JPN","LL","Longline","YFT","UNK","1963-02-01","1963-03-01","6225105","UNK","NO",456
"IOTC","EUREU","ELL","Longline","YFT","UNK","2006-05-01","2006-06-01","6225050","UNK","MT",0.4
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6110085","UNK","NO",2005
"IOTC","EUREU","ELL","Longline","YFT","UNK","2009-03-01","2009-04-01","5213047","UNK","MT",0.51
"IOTC","JPN","LL","Longline","YFT","UNK","1956-09-01","1956-10-01","6220110","UNK","NO",76
"IOTC","TWN","LL","Longline","YFT","UNK","2010-05-01","2010-06-01","6105090","UNK","NOMT",18
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6110090","UNK","NO",211
"IOTC","SYC","LL","Longline","YFT","UNK","2015-11-01","2015-12-01","6205055","UNK","MTNO",44.6
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6115080","UNK","NO",56
"IOTC","JPN","LL","Longline","YFT","UNK","2015-04-01","2015-05-01","6230030","UNK","NO",64
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6115085","UNK","NO",2438
"IOTC","TWN","LL","Longline","YFT","UNK","2006-07-01","2006-08-01","6205085","UNK","NOMT",525
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200050","UNK","NO",1011
"IOTC","TWN","LL","Longline","YFT","UNK","2006-07-01","2006-08-01","6205050","UNK","NOMT",149
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200055","UNK","NO",3298
"IOTC","JPN","LL","Longline","YFT","UNK","2015-04-01","2015-05-01","6210040","UNK","NO",532
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200060","UNK","NO",4628
"IOTC","CHN","LL","Longline","YFT","UNK","2015-10-01","2015-11-01","6200050","UNK","MTNO",9.32
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6100080","UNK","NOMT",778
"IOTC","IND","LLEX","Longline","YFT","UNK","2006-05-01","2006-06-01","5114067","UNK","MT",0.16
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6100085","UNK","NOMT",588
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6205085","UNK","MTNO",1.29
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6100090","UNK","NOMT",2377
"IOTC","IND","LLEX","Longline","YFT","UNK","2006-05-01","2006-06-01","5110080","UNK","MT",0.12
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6100095","UNK","NOMT",95
"IOTC","TWN","LL","Longline","YFT","UNK","2010-05-01","2010-06-01","6110085","UNK","NOMT",66
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6105090","UNK","NOMT",211
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5221053","UNK","MT",0.16
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6200060","UNK","NOMT",979
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6205080","UNK","MTNO",0.18
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6200075","UNK","NOMT",4035
"IOTC","JPN","LL","Longline","YFT","UNK","2013-09-01","2013-10-01","6225030","UNK","NO",229
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200065","UNK","NO",1122
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6225055","UNK","MTNO",0.51
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200070","UNK","NO",178
"IOTC","JPN","LL","Longline","YFT","UNK","2013-09-01","2013-10-01","6220035","UNK","NO",7
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6200080","UNK","NOMT",176
"IOTC","JPN","LL","Longline","YFT","UNK","2013-09-01","2013-10-01","6215110","UNK","NO",8
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6205115","UNK","NOMT",782
"IOTC","JPN","LL","Longline","YFT","UNK","2013-09-01","2013-10-01","6205085","UNK","NO",6
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6210050","UNK","NOMT",1669
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6210080","UNK","MTNO",5.84
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6210055","UNK","NOMT",6053
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5220051","UNK","MT",0.12
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6215050","UNK","NOMT",77
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6210060","UNK","MTNO",1.83
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6215055","UNK","NOMT",201
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5221049","UNK","MT",1.63
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6215060","UNK","NOMT",1630
"IOTC","ZAF","ELL","Longline","YFT","UNK","2013-11-01","2013-12-01","5237020","UNK","MT",1.62
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6215065","UNK","NOMT",468
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6200065","UNK","NOMT",51
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200080","UNK","NO",281
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-11-01","2013-12-01","6105085","UNK","NOMT",475
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6220050","UNK","NOMT",1813
"IOTC","JPN","LL","Longline","YFT","UNK","2008-03-01","2008-04-01","6210055","UNK","NO",57
"IOTC","TWN","LL","Longline","YFT","UNK","1967-11-01","1967-12-01","6220060","UNK","NOMT",155
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6105095","UNK","NOMT",75
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200085","UNK","NO",10266
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6100095","UNK","NOMT",4
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200090","UNK","NO",1812
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6105090","UNK","NOMT",35
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6200095","UNK","NO",105
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6220065","UNK","MTNO",1.09
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6205070","UNK","NO",463
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6215070","UNK","MTNO",0.07
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6205075","UNK","NO",37
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6205075","UNK","NOMT",1563
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6205090","UNK","NO",68
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6200085","UNK","NOMT",241
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6205095","UNK","NO",418
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6215065","UNK","MTNO",1.46
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6205100","UNK","NO",61
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6210085","UNK","MTNO",3.56
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210055","UNK","NO",777
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6215060","UNK","MTNO",0.35
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210090","UNK","NO",40
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6210060","UNK","NOMT",1423
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210095","UNK","NO",286
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6210055","UNK","NOMT",18
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210100","UNK","NO",238
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6220060","UNK","MTNO",0.87
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210105","UNK","NO",477
"IOTC","ZAF","ELL","Longline","YFT","UNK","2013-11-01","2013-12-01","5228034","UNK","MT",1.02
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210110","UNK","NO",376
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6215055","UNK","NOMT",300
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210115","UNK","NO",2766
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6220105","UNK","NOMT",4
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210120","UNK","NO",947
"IOTC","JPN","LL","Longline","YFT","UNK","2015-06-01","2015-07-01","6225030","UNK","NO",788
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6210125","UNK","NO",111
"IOTC","TWN","LL","Longline","YFT","UNK","2014-09-01","2014-10-01","6205040","UNK","MTNO",0.19
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215055","UNK","NO",173
"IOTC","KOR","LL","Longline","YFT","UNK","2006-05-01","2006-06-01","6105050","UNK","MT",13.12
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215060","UNK","NO",30
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6240045","UNK","MTNO",0.11
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6100090","UNK","MTNO",4.41
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6235040","UNK","MTNO",6.33
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200060","UNK","MTNO",83.32
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6235035","UNK","MTNO",0.06
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200075","UNK","MTNO",52.36
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6240040","UNK","MTNO",0.38
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200080","UNK","MTNO",8.57
"IOTC","TWN","LL","Longline","YFT","UNK","2011-01-01","2011-02-01","6235045","UNK","MTNO",0.55
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200085","UNK","MTNO",9.49
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5219052","UNK","MT",0.14
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205070","UNK","MTNO",9.8
"IOTC","EUREU","ELL","Longline","YFT","UNK","2015-03-01","2015-04-01","5221049","UNK","MT",0.9
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215090","UNK","NO",53
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6215085","UNK","NOMT",3
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6210050","UNK","MTNO",129.62
"IOTC","EUREU","ELL","Longline","YFT","UNK","2015-03-01","2015-04-01","5220056","UNK","MT",0.06
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6210075","UNK","MTNO",24.5
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6220090","UNK","NOMT",9
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6210080","UNK","MTNO",2.69
"IOTC","KOR","LL","Longline","YFT","UNK","2006-05-01","2006-06-01","6100050","UNK","MT",21.49
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6215050","UNK","MTNO",3.75
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6215065","UNK","NOMT",112
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215095","UNK","NO",18
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6225030","UNK","NO",45
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6215055","UNK","MTNO",69.14
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6215060","UNK","NOMT",106
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6220050","UNK","MTNO",0.61
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6220040","UNK","NO",8
"IOTC","TWN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6220055","UNK","MTNO",0.89
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6210040","UNK","NO",694
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215100","UNK","NO",96
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6220085","UNK","NOMT",1
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215105","UNK","NO",55
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6200050","UNK","NO",75
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215110","UNK","NO",92
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6200045","UNK","NO",132
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6215115","UNK","NO",417
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6215035","UNK","NO",61
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6220060","UNK","NO",12
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6220035","UNK","NO",57
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6220100","UNK","NO",73
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6210045","UNK","NO",1218
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6220105","UNK","NO",266
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6215105","UNK","NOMT",5
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6225100","UNK","NO",530
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6220060","UNK","NOMT",5
"IOTC","JPN","LL","Longline","YFT","UNK","1959-04-01","1959-05-01","6225105","UNK","NO",639
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6215110","UNK","NOMT",3
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6100090","UNK","NO",408
"IOTC","SYC","LL","Longline","YFT","UNK","2013-10-01","2013-11-01","6210065","UNK","NOMT",99.15
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6200070","UNK","NO",5415
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6225040","UNK","NO",24
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6200075","UNK","NO",2597
"IOTC","TWN","FLL","Longline","YFT","UNK","2014-09-01","2014-10-01","6220050","UNK","MTNO",0.81
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6200080","UNK","NO",10510
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6225045","UNK","NO",1233
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6200085","UNK","NO",3209
"IOTC","SYC","ELL","Longline","YFT","UNK","2006-05-01","2006-06-01","5203054","UNK","MT",1.07
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6200090","UNK","NO",3289
"IOTC","KOR","LL","Longline","YFT","UNK","2006-05-01","2006-06-01","6200045","UNK","MT",1.34
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6200095","UNK","NO",7174
"IOTC","SYC","ELL","Longline","YFT","UNK","2006-05-01","2006-06-01","5203053","UNK","MT",0.16
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6100055","UNK","NO",368
"IOTC","AUS","ELL","Longline","YFT","UNK","2013-04-01","2013-05-01","6215110","UNK","MT",3.86
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6100060","UNK","NO",532
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6105065","UNK","NOMT",258
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6100065","UNK","NO",1699
"IOTC","JPN","LL","Longline","YFT","UNK","2014-04-01","2014-05-01","6230035","UNK","NO",76
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6100070","UNK","NO",1141
"IOTC","ZAF","ELL","Longline","YFT","UNK","2007-05-01","2007-06-01","5227036","UNK","MT",1.88
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6100075","UNK","NO",277
"IOTC","JPN","LL","Longline","YFT","UNK","2013-09-01","2013-10-01","6235025","UNK","NO",12
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6100080","UNK","NO",36
"IOTC","JPN","LL","Longline","YFT","UNK","2013-09-01","2013-10-01","6235030","UNK","NO",2
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6105060","UNK","NO",191
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6105055","UNK","NOMT",725
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6105065","UNK","NO",1620
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6100055","UNK","NOMT",3592
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6105070","UNK","NO",658
"IOTC","SYC","LL","Longline","YFT","UNK","2013-10-01","2013-11-01","6210050","UNK","NOMT",264.19
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6105075","UNK","NO",103
"IOTC","MDV","LL","Longline","YFT","UNK","2013-11-01","2013-12-01","5102070","UNK","MT",1
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6105080","UNK","NO",21
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6100050","UNK","NOMT",2972
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6110055","UNK","NO",33
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6235030","UNK","NOMT",33
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200050","UNK","NO",4348
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-03-01","2013-04-01","6235060","UNK","NOMT",2
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200055","UNK","NO",7337
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6100060","UNK","NOMT",902
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200060","UNK","NO",64
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6100080","UNK","NOMT",36
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200065","UNK","NO",404
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6105050","UNK","NOMT",24
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200070","UNK","NO",494
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6100075","UNK","NOMT",1
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200075","UNK","NO",29
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6100065","UNK","NOMT",41
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200080","UNK","NO",17
"IOTC","SYC","LL","Longline","YFT","UNK","2013-10-01","2013-11-01","6210055","UNK","NOMT",40
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200085","UNK","NO",92
"IOTC","SYC","LL","Longline","YFT","UNK","2013-10-01","2013-11-01","6210060","UNK","NOMT",430
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6200090","UNK","NO",114
"IOTC","SYC","LL","Longline","YFT","UNK","2013-10-01","2013-11-01","6210075","UNK","NOMT",1
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205040","UNK","NO",91
"IOTC","EUREU","ELL","Longline","YFT","UNK","2014-09-01","2014-10-01","5219054","UNK","MT",0.29
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205045","UNK","NO",279
"IOTC","JPN","LL","Longline","YFT","UNK","2008-03-01","2008-04-01","6235020","UNK","NO",455
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205050","UNK","NO",5899
"IOTC","TWN","FLL","Longline","YFT","UNK","2013-02-01","2013-03-01","6210075","UNK","NOMT",13
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205055","UNK","NO",16072
"IOTC","EUPRT","ELL","Longline","YFT","UNK","2014-05-01","2014-06-01","6220085","UNK","MT",0.19
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205060","UNK","NO",4788
"IOTC","TWN","LL","Longline","YFT","UNK","2013-03-01","2013-04-01","6205080","UNK","NOMT",2
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205065","UNK","NO",884
"IOTC","JPN","LL","Longline","YFT","UNK","2015-06-01","2015-07-01","6230100","UNK","NO",13
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205070","UNK","NO",2473
"IOTC","JPN","LL","Longline","YFT","UNK","2015-06-01","2015-07-01","6225035","UNK","NO",2695
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205075","UNK","NO",364
"IOTC","SYC","LL","Longline","YFT","UNK","2015-01-01","2015-02-01","6205045","UNK","MTNO",36.91
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6205075","UNK","NO",937
"IOTC","JPN","LL","Longline","YFT","UNK","2011-12-01","2012-01-01","6205085","UNK","NO",138
"IOTC","JPN","LL","Longline","YFT","UNK","1954-08-01","1954-09-01","6205100","UNK","NO",4920
"IOTC","SYC","LL","Longline","YFT","UNK","2013-10-01","2013-11-01","6205055","UNK","NOMT",335.09
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205095","UNK","NO",376
"IOTC","KOR","LL","Longline","YFT","UNK","2015-06-01","2015-07-01","6100060","UNK","NO",25
"IOTC","JPN","LL","Longline","YFT","UNK","1967-12-01","1968-01-01","6205100","UNK","NO",142
